country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
HK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,85,7,2914->2914,0.7411764705882353,0.8823529411764706,0.9176470588235295,2.5429996393365615,moderate_network_transition_concentration,0.0,True,True,auditable,,45,20,0.0,1.0
HN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,14,2,263725->54082,0.5714285714285714,1.0,1.0,1.9796263300525183,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,6,0.0,1.0
ID,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,84,22,38158->38158,0.21428571428571427,0.2976190476190476,0.369047619047619,16.092109951158452,broad_network_transition_distribution,0.0,True,True,auditable,,42,31,0.7142857142857143,0.2857142857142857
IN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,15,7,9498->-1,0.3333333333333333,0.5333333333333333,0.6666666666666666,5.853320991802024,broad_network_transition_distribution,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,7,0.6666666666666666,0.3333333333333333
KE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,8,1,37100->37100,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,3,0.0,1.0
KY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LC,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,9,3,18001->18001,0.6666666666666666,0.8888888888888888,1.0,2.336573541485641,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,3,0.0,1.0
MM,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5,1,136168->136168,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
MP,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MV,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,24016->45489,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MX,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MY,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,12,5,45352->45352,0.3333333333333333,0.5,0.6666666666666666,4.7622031559046,broad_network_transition_distribution,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,6,0.5833333333333334,0.4166666666666667
NC,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,10,2,18200->-1,0.7,1.0,1.0,1.8420227750373133,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0
NG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,6,2,37271->37271,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2,0.0,1.0
NO,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,74,8,224->224,0.2972972972972973,0.5675675675675675,0.7027027027027027,5.940566360803455,broad_network_transition_distribution,0.0,True,True,auditable,,30,10,1.0,0.0
NU,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,55885->38800,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
NZ,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,290,9,4826->4826,0.6482758620689655,0.8137931034482758,0.9034482758620689,3.1951465331171334,moderate_network_transition_concentration,0.0,True,True,auditable,,98,30,0.35172413793103446,0.6482758620689655
PA,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,11556->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,17828->-1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PH,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,41,6,9299->9299,0.5853658536585366,0.8048780487804877,0.8536585365853658,3.440724476446908,moderate_network_transition_concentration,0.0,True,True,auditable,,23,13,0.24390243902439024,0.7560975609756098
PK,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,1,1,-1->5384,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PR,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,5,3,5786->20080,0.4,0.8,1.0,2.8717458874925876,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
SE,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,166,11,8473->8473,0.6024096385542169,0.6987951807228916,0.7951807228915664,4.36917431867362,broad_network_transition_distribution,0.0,True,True,auditable,,74,22,0.3373493975903614,0.6626506024096386
SG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,58,5,6453->6453,0.3448275862068966,0.6206896551724138,0.8793103448275863,4.053479853393723,weak_network_transition_concentration,0.0,True,True,auditable,,36,15,0.0,1.0
SN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,8346->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TG,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,36924->1930,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TH,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,38040->38040,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TO,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,2,1,24390->24390,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TR,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,17,1,12735->-1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,3,0.0,1.0
TW,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,81,10,3462->-1,0.4444444444444444,0.6419753086419753,0.7160493827160493,5.805758384847596,broad_network_transition_distribution,0.0,True,True,auditable,,33,9,0.8148148148148148,0.18518518518518517
US,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,45,12,1299->1299,0.24444444444444444,0.4888888888888889,0.6,8.72895002626726,broad_network_transition_distribution,0.0,True,True,auditable,,24,15,0.8666666666666667,0.13333333333333333
VI,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,1,14434->14434,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
VN,5016,dns-root_j-root_msm5016_20260701T000000Z_010000Z.json,4,1,45899->45899,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
